DATE_m,temp_celsius
195201,-1.4009661835748786
195202,-3.9999999999999996
195203,-10.106837606837606
195204,4.2261904761904745
195205,7.037037037037035
195206,13.61111111111111
195207,16.23015873015873
195208,14.157706093189963
195209,8.461538461538463
195210,2.1626984126984143
195211,-2.3809523809523805
195212,-2.91111111111111
195301,-5.396825396825397
195302,-8.662551440329217
195303,-0.4830917874396137
195304,4.423868312757201
195305,9.265232974910395
195306,17.037037037037035
195307,17.066666666666666
195308,15.11494252873563
195309,9.650205761316874
195310,7.222222222222222
195311,1.4087301587301582
195312,-1.2903225806451621
195401,-7.072649572649572
195402,-11.527777777777777
195403,-1.2698412698412693
195404,1.4120370370370356
195405,11.455938697318008
195406,13.91025641025641
195407,16.924603174603174
195408,15.153256704980842
195409,11.303418803418804
195410,5.151515151515151
195411,0.06666666666666525
195412,-0.07936507936507908
195501,-5.473251028806584
195502,-8.26388888888889
195503,-5.74074074074074
195504,-1.0386473429951693
195505,6.091954022988505
195506,12.457264957264956
195507,17.933333333333334
195508,17.921810699588473
195509,13.078703703703702
195510,5.864197530864199
195511,-1.13425925925926
195512,-11.091269841269842
195601,-8.133333333333333
195602,-14.550264550264549
195603,-4.386973180076629
195604,-0.37698412698412614
195605,8.64814814814815
195606,15.724637681159418
195607,15.416666666666666
195608,12.63888888888889
195609,8.452380952380953
195610,4.462365591397849
195611,-4.565217391304347
195612,-2.4521072796934873
195701,-2.4404761904761902
195702,-3.5185185185185177
195703,-7.28888888888889
195704,1.6388888888888904
195705,8.27485380116959
195706,12.407407407407408
195707,17.83333333333333
195708,15.358422939068102
195709,9.37037037037037
195710,5.651340996168581
195711,0.8237547892720324
195712,-2.0250896057347667
195801,-8.315412186379929
195802,-9.464285714285714
195803,-7.580645161290322
195804,1.0185185185185197
195805,8.225806451612902
195806,13.38888888888889
195807,15.340501792114694
195808,14.516129032258066
195809,10.407407407407408
195810,6.111111111111111
195811,3.1851851851851856
195812,-6.612903225806451
195901,-5.148148148148148
195902,-2.361111111111111
195903,0.32258064516128904
195904,3.870370370370371
195905,9.695340501792115
195906,15.074074074074073
195907,17.83154121863799
195908,16.965811965811966
195909,8.812260536398465
195910,4.767025089605734
195911,1.4074074074074063
195912,-5.148148148148148
196001,-10.229885057471265
196002,-8.9272030651341
196003,-4.587813620071684
196004,1.8518518518518532
196005,10.981481481481481
196006,16.277777777777775
196007,18.06513409961686
196008,15.10752688172043
196009,10.111111111111112
196010,3.27956989247312
196011,-0.6851851851851857
196012,-0.32258064516129104
196101,-3.648148148148148
196102,-0.3571428571428569
196103,0.358422939068102
196104,2.62962962962963
196105,9.892473118279568
196106,17.0
196107,15.86021505376344
196108,14.175627240143369
196109,9.722222222222221
196110,8.655913978494622
196111,1.722222222222223
196112,-5.07168458781362
196201,-3.6559139784946244
196202,-5.198412698412699
196203,-7.491039426523297
196204,3.777777777777776
196205,8.584229390681005
196206,12.037037037037035
196207,14.623655913978492
196208,13.02867383512545
196209,9.37037037037037
196210,6.792114695340502
196211,1.5000000000000016
196212,-6.810035842293907
196301,-9.892473118279568
196302,-10.833333333333334
196303,-8.727598566308243
196304,2.8148148148148167
196305,13.207885304659497
196306,14.827586206896552
196307,16.881720430107528
196308,16.344086021505376
196309,12.62962962962963
196310,6.021505376344084
196311,-0.18518518518518454
196312,-4.13978494623656
196401,
196402,
196403,
196404,
196405,
196406,
196407,
196408,
196409,
196410,
196411,
196412,
196501,
196502,
196503,
196504,
196505,
196506,
196507,
196508,
196509,
196510,
196511,
196512,
196601,
196602,
196603,
196604,
196605,
196606,
196607,
196608,
196609,
196610,
196611,
196612,
196701,
196702,
196703,
196704,
196705,
196706,
196707,
196708,
196709,
196710,
196711,
196712,
196801,
196802,
196803,
196804,
196805,
196806,
196807,
196808,
196809,
196810,
196811,
196812,
196901,
196902,
196903,
196904,
196905,
196906,
196907,
196908,
196909,
196910,
196911,
196912,
197001,
197002,
197003,
197004,
197005,
197006,
197007,
197008,
197009,
197010,
197011,
197012,
197101,
197102,
197103,
197104,
197105,
197106,
197107,
197108,
197109,
197110,
197111,
197112,
197201,
197202,
197203,
197204,
197205,
197206,
197207,
197208,
197209,
197210,
197211,
197212,
197301,-1.9713261648745513
197302,-4.583333333333333
197303,-1.218637992831542
197304,2.666666666666665
197305,10.161290322580644
197306,16.74074074074074
197307,19.731182795698924
197308,14.910394265232974
197309,6.907407407407406
197310,2.2401433691756267
197311,-3.037037037037036
197312,-6.559139784946235
197401,-2.921146953405018
197402,-0.515873015873015
197403,-1.1648745519713266
197404,2.666666666666665
197405,7.132616487455196
197406,14.351851851851853
197407,15.698924731182796
197408,14.67741935483871
197409,12.222222222222221
197410,5.681003584229391
197411,2.2037037037037046
197412,0.7347670250896046
197501,-1.3799283154121866
197502,-2.956349206349207
197503,-0.3584229390681
197504,3.333333333333333
197505,11.888888888888888
197506,13.666666666666668
197507,17.706093189964154
197508,16.36200716845878
197509,12.870370370370368
197510,4.820788530465951
197511,1.1666666666666674
197512,-1.8637992831541221
197601,-9.946236559139784
197602,-7.107279693486589
197603,-4.820788530465949
197604,2.1111111111111094
197605,11.200716845878137
197606,12.88888888888889
197607,15.734767025089605
197608,15.358422939068102
197609,8.185185185185185
197610,1.7025089605734756
197611,0.740740740740742
197612,-4.318996415770608
197701,-6.451612903225806
197702,-8.908730158730158
197703,-2.168458781362007
197704,1.759259259259258
197705,9.534050179211471
197706,14.333333333333332
197707,14.85663082437276
197708,14.695340501792115
197709,8.351851851851851
197710,5.3584229390681015
197711,1.7407407407407405
197712,-3.799283154121864
197801,-5.806451612903227
197802,-11.38888888888889
197803,-2.616487455197133
197804,2.1666666666666656
197805,10.663082437275987
197806,14.666666666666666
197807,15.125448028673835
197808,13.548387096774196
197809,8.38888888888889
197810,3.960573476702511
197811,2.000000000000001
197812,-12.759856630824373
197901,-8.655913978494624
197902,-9.88095238095238
197903,-1.9892473118279577
197904,1.685185185185184
197905,10.555555555555555
197906,16.01851851851852
197907,14.838709677419356
197908,16.093189964157705
197909,9.574074074074074
197910,3.9068100358422932
197911,1.3888888888888888
197912,-3.817204301075269
198001,-8.835125448028673
198002,-8.275862068965518
198003,-6.164874551971327
198004,4.777777777777779
198005,7.1505376344086
198006,16.814814814814813
198007,16.72043010752688
198008,14.784946236559138
198009,10.814814814814815
198010,5.232974910394266
198011,-2.4629629629629632
198012,-2.9749103942652333
198101,-4.103942652329748
198102,-6.07142857142857
198103,-5.78853046594982
198104,1.685185185185184
198105,11.075268817204302
198106,12.925925925925926
198107,16.559139784946236
198108,13.924731182795698
198109,10.277777777777777
198110,6.0573476702508975
198111,-0.01851851851851944
198112,-6.0752688172043
198201,-10.3584229390681
198202,-5.7142857142857135
198203,-0.3584229390681
198204,2.6851851851851865
198205,9.175627240143369
198206,11.555555555555554
198207,17.043010752688172
198208,15.663082437275985
198209,10.222222222222221
198210,4.928315412186378
198211,3.5555555555555545
198212,-0.179211469534051
198301,-1.5591397849462356
198302,-8.055555555555555
198303,-2.6523297491039424
198304,5.203703703703704
198305,11.54121863799283
198306,13.537037037037036
198307,17.79569892473118
198308,15.663082437275985
198309,11.38888888888889
198310,5.842293906810036
198311,-1.6296296296296298
198312,-2.6344086021505375
198401,-4.390681003584229
198402,-5.689655172413794
198403,-4.175627240143369
198404,4.685185185185183
198405,12.759856630824373
198406,13.944444444444445
198407,15.161290322580644
198408,14.910394265232974
198409,9.851851851851853
198410,7.132616487455196
198411,1.185185185185185
198412,-1.9534050179211466
198501,-15.519713261648747
198502,-15.119047619047619
198503,-2.508960573476702
198504,1.0740740740740722
198505,9.42652329749104
198506,13.425925925925924
198507,15.806451612903226
198508,16.129032258064516
198509,9.185185185185183
198510,6.935483870967742
198511,-1.3518518518518519
198512,-6.469534050179211
198601,-7.903225806451613
198602,-11.607142857142856
198603,-1.2222222222222219
198604,0.5555555555555556
198605,10.878136200716844
198606,16.833333333333332
198607,17.1505376344086
198608,13.781362007168457
198609,7.074074074074074
198610,5.663082437275986
198611,3.6851851851851847
198612,-7.043010752688171
198701,-17.97491039426523
198702,-6.845238095238096
198703,-6.218637992831542
198704,2.62962962962963
198705,8.369175627240143
198706,12.685185185185187
198707,15.358422939068102
198708,12.526881720430106
198709,8.944444444444445
198710,6.971326164874551
198711,-0.4999999999999992
198712,-4.71326164874552
198801,-2.580645161290322
198802,-4.080459770114943
198803,-3.0824372759856624
198804,1.6481481481481493
198805,12.114695340501791
198806,17.27777777777778
198807,19.767025089605735
198808,14.587813620071683
198809,11.277777777777777
198810,4.605734767025089
198811,-3.1851851851851856
198812,-6.236559139784946
198901,-0.250896057347671
198902,0.41666666666666663
198903,1.5949820788530447
198904,5.518518518518516
198905,11.057347670250897
198906,16.12962962962963
198907,17.473118279569892
198908,14.354838709677418
198909,11.555555555555554
198910,5.3584229390681015
198911,0.48148148148148173
198912,-4.982078853046596
199001,-3.8709677419354844
199002,1.170634920634919
199003,1.3799283154121866
199004,6.203703703703702
199005,9.874551971326165
199006,14.388888888888888
199007,15.913978494623658
199008,15.788530465949822
199009,8.703703703703702
199010,5.340501792114694
199011,-0.981481481481481
199012,-1.0215053763440867
199101,-2.9928315412186377
199102,-6.25
199103,-0.6451612903225801
199104,3.6851851851851847
199105,8.046594982078853
199106,12.925925925925926
199107,17.724014336917563
199108,16.666666666666668
199109,9.944444444444443
199110,5.86021505376344
199111,3.1851851851851856
199112,-1.2365591397849467
199201,-1.577060931899642
199202,-2.0498084291187744
199203,0.9139784946236575
199204,2.000000000000001
199205,11.451612903225804
199206,15.907407407407407
199207,16.810035842293907
199208,14.964157706093191
199209,12.018518518518517
199210,0.6451612903225821
199211,-1.314814814814815
199212,0.44802867383512457
199301,-1.7741935483870976
199302,-2.6785714285714293
199303,-0.6630824372759866
199304,3.7222222222222237
199305,13.45878136200717
199306,12.203703703703704
199307,16.093189964157705
199308,13.637992831541217
199309,6.500000000000002
199310,3.781362007168458
199311,-3.037037037037036
199312,-2.956989247311829
199401,-3.978494623655913
199402,-12.956349206349206
199403,-2.580645161290322
199404,5.203703703703704
199405,8.45878136200717
199406,12.870370370370368
199407,19.928315412186382
199408,15.591397849462364
199409,11.14814814814815
199410,4.85663082437276
199411,-0.4259259259259254
199412,-0.48387096774193555
199501,-3.1541218637992823
199502,-0.37698412698412614
199503,0.19713261648745353
199504,3.3888888888888897
199505,9.211469534050178
199506,17.555555555555557
199507,16.0752688172043
199508,16.200716845878137
199509,10.944444444444446
199510,8.046594982078853
199511,-2.1666666666666656
199512,-8.010752688172042
199601,-6.093189964157706
199602,-10.134099616858236
199603,-3.2078853046594977
199604,3.2592592592592595
199605,9.265232974910395
199606,13.574074074074073
199607,14.74910394265233
199608,17.688172043010752
199609,8.85185185185185
199610,6.774193548387098
199611,3.407407407407407
199612,-5.089605734767025
199701,-4.103942652329748
199702,-3.234126984126985
199703,-0.6989247311827955
199704,2.018518518518518
199705,8.440860215053764
199706,16.59259259259259
199707,18.584229390681003
199708,18.53046594982079
199709,10.518518518518517
199710,3.046594982078853
199711,0.2407407407407389
199712,-3.333333333333333
199801,-1.7204301075268822
199802,-4.444444444444445
199803,-4.21146953405018
199804,2.944444444444443
199805,10.448028673835124
199806,14.611111111111109
199807,16.308243727598565
199808,13.763440860215052
199809,11.703703703703706
199810,5.913978494623658
199811,-3.314814814814814
199812,-1.9892473118279577
199901,-5.481481481481482
199902,-7.1230158730158735
199903,-1.2724014336917555
199904,5.907407407407407
199905,8.100358422939067
199906,18.555555555555557
199907,19.318996415770613
199908,15.501792114695341
199909,12.925925925925926
199910,6.86379928315412
199911,2.7222222222222214
199912,-2.078853046594982
200001,-2.7240143369175622
200002,-2.3563218390804606
200003,-0.6272401433691756
200004,6.425925925925927
200005,10.949820788530467
200006,14.5
200007,16.97132616487455
200008,15.555555555555555
200009,9.740740740740739
200010,8.978494623655916
200011,4.666666666666666
200012,1.254480286738351
200101,-2.114695340501791
200102,-7.896825396825397
200103,-3.584229390681004
200104,5.499999999999999
200105,9.641577060931898
200106,14.203703703703706
200107,20.41218637992831
200108,16.397849462365592
200109,12.148148148148149
200110,8.13620071684588
200111,-0.01851851851851944
200112,-7.060931899641577
200201,-3.5125448028673842
200202,-0.813492063492064
200203,0.358422939068102
200204,5.796296296296294
200205,12.060931899641577
200206,16.37037037037037
200207,19.39068100358423
200208,19.372759856630825
200209,11.203703703703702
200210,0.5913978494623645
200211,-2.7777777777777777
200212,-8.207885304659497
200301,-9.802867383512543
200302,-5.753968253968254
200303,-1.4874551971326155
200304,2.5
200305,9.85663082437276
200306,13.11111111111111
200307,20.32258064516129
200308,15.913978494623658
200309,11.500000000000002
200310,3.5483870967741953
200311,2.907407407407408
200312,-0.9677419354838711
200401,-7.204301075268818
200402,-4.885057471264367
200403,-1.4157706093189957
200404,4.4259259259259265
200405,10.125448028673835
200406,12.999999999999998
200407,16.344086021505376
200408,16.68458781362007
200409,12.259259259259261
200410,5.609318996415769
200411,-0.2777777777777778
200412,-0.44802867383512457
200501,-0.9856630824372756
200502,-5.674603174603175
200503,-6.397849462365591
200504,4.351851851851853
200505,10.268817204301076
200506,14.129629629629628
200507,18.924731182795696
200508,16.14695340501792
200509,12.277777777777779
200510,7.060931899641577
200511,3.6296296296296284
200512,-3.387096774193549
200601,-4.71326164874552
200602,-9.087301587301587
200603,-6.666666666666666
200604,3.814814814814815
200605,10.57347670250896
200606,16.25925925925926
200607,18.906810035842295
200608,18.100358422939067
200609,13.685185185185185
200610,7.634408602150538
200611,1.6481481481481493
200612,3.27956989247312
200701,-2.2759856630824378
200702,-9.662698412698413
200703,2.8315412186379914
200704,5.185185185185186
200705,10.985663082437275
200706,15.462962962962964
200707,17.240143369175627
200708,17.1505376344086
200709,10.925925925925924
200710,6.4336917562724
200711,0.0740740740740738
200712,1.648745519713262
200801,-0.21505376344086002
200802,0.344827586206896
200803,-0.5197132616487445
200804,6.240740740740741
200805,10.734767025089605
200806,14.537037037037035
200807,17.060931899641577
200808,14.802867383512545
200809,9.592592592592592
200810,8.225806451612902
200811,2.4814814814814823
200812,0.43010752688172005
200901,-3.978494623655913
200902,-5.0
200903,-1.792114695340502
200904,4.574074074074074
200905,11.487455197132617
200906,14.11111111111111
200907,17.132616487455195
200908,16.0752688172043
200909,12.833333333333334
200910,3.3154121863799286
200911,2.5555555555555562
200912,-5.340501792114695
201001,-12.562724014336917
201002,-9.126984126984128
201003,-2.580645161290322
201004,4.61111111111111
201005,11.899641577060933
201006,14.888888888888888
201007,22.32974910394265
201008,17.670250896057347
201009,11.500000000000002
201010,5.053763440860213
201011,-1.7037037037037035
201012,-8.870967741935484
201101,-5.4480286738351245
201102,-11.944444444444445
201103,-1.5949820788530467
201104,5.962962962962964
201105,10.734767025089605
201106,17.37037037037037
201107,20.788530465949822
201108,16.827956989247312
201109,13.074074074074073
201110,7.670250896057347
201111,4.37037037037037
201112,2.186379928315413
201201,-5.0
201202,-8.160919540229886
201203,-0.14336917562724003
201204,3.907407407407406
201205,11.11111111111111
201206,13.61111111111111
201207,17.90322580645161
201208,15.28673835125448
201209,11.759259259259258
201210,5.86021505376344
201211,3.240740740740742
201212,-6.6308243727598555
201301,-5.86021505376344
201302,-2.6190476190476195
201303,-6.756272401433691
201304,2.7592592592592604
201305,13.297491039426523
201306,17.814814814814813
201307,18.02867383512545
201308,17.025089605734767
201309,11.592592592592593
201310,6.57706093189964
201311,3.5555555555555545
201312,1.362007168458782
201401,-7.508960573476702
201402,-0.37698412698412614
201403,1.5232974910394266
201404,5.611111111111112
201405,10.824372759856631
201406,13.555555555555554
201407,19.982078853046595
201408,17.293906810035843
201409,11.888888888888888
201410,5.734767025089605
201411,2.3148148148148135
201412,-1.146953405017922
201501,-1.8100358422939067
201502,0.11904761904761961
201503,1.6666666666666665
201504,5.166666666666665
201505,9.587813620071683
201506,13.537037037037036
201507,16.0752688172043
201508,16.702508960573475
201509,12.537037037037038
201510,5.1792114695340485
201511,4.592592592592592
201512,2.2043010752688175
201601,-10.232974910394267
201602,-0.44061302681992287
201603,0.07168458781362198
201604,4.648148148148148
201605,13.853046594982079
201606,15.370370370370368
201607,17.419354838709676
201608,15.896057347670249
201609,12.444444444444443
201610,4.498207885304658
201611,-0.5363984674329497
201612,-0.78853046594982
201701,-2.8888888888888884
201702,-3.194444444444444
201703,0.6989247311827955
201704,2.2407407407407396
201705,9.462365591397848
201706,13.499999999999998
201707,15.7168458781362
201708,15.7168458781362
201709,11.296296296296298
201710,9.027777777777777
